"name","year","stint","team","league","G","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","IBB","HBP","SH","SF","GIDP","pos","birth","age","hand"
"aaronha01",1970,1,"ATL","NL",150,516,103,154,26,1,38,118,9,0,74,63,15,2,0,6,13,RF,1934,37,R
"aaronha01",1971,1,"ATL","NL",139,495,95,162,22,3,47,118,1,1,71,58,21,2,0,5,9,RF,1934,38,R
"aaronha01",1972,1,"ATL","NL",129,449,75,119,10,0,34,77,4,0,92,55,15,1,0,2,17,RF,1934,39,R
"aaronha01",1973,1,"ATL","NL",120,392,84,118,12,1,40,96,1,1,68,51,13,1,0,4,7,LF,1934,40,R
"aaronha01",1974,1,"ATL","NL",112,340,47,91,16,0,20,69,1,0,39,29,6,0,1,2,6,LF,1934,41,R
"aaronha01",1975,1,"ML4","AL",137,465,45,109,16,2,12,60,0,1,70,51,3,1,1,6,15,LF,1934,42,R
"aaronha01",1976,1,"ML4","AL",85,271,22,62,8,0,10,35,0,1,35,38,1,0,0,2,8,LF,1934,43,R
"aaronto01",1970,1,"ATL","NL",44,63,3,13,2,0,2,7,0,0,3,10,0,0,0,0,5,LF,1939,32,R
"aaronto01",1971,1,"ATL","NL",25,53,4,12,2,0,0,3,0,0,3,5,1,0,0,0,3,3B,1939,33,R
"abadan01",2001,1,"OAK","AL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1B,1972,30,L
"abadan01",2003,1,"BOS","AL",9,17,1,2,0,0,0,0,0,1,2,5,0,0,0,0,1,RF,1972,32,L
"abbotje01",1997,1,"CHA","AL",19,38,8,10,1,0,1,2,0,0,0,6,0,0,0,0,3,RF,1972,26,R
"abbotje01",1998,1,"CHA","AL",89,244,33,68,14,1,12,41,3,3,9,28,1,0,2,5,2,RF,1972,27,R
"abbotje01",1999,1,"CHA","AL",17,57,5,9,0,0,2,6,1,1,5,12,0,0,1,1,4,LF,1972,28,R
"abbotje01",2000,1,"CHA","AL",80,215,31,59,15,1,3,29,2,1,21,38,1,2,2,1,2,RF,1972,29,R
"abbotje01",2001,1,"FLO","NL",28,42,5,11,3,0,0,5,0,0,3,7,0,1,0,0,1,RF,1972,30,R
"abbotku01",1993,1,"OAK","AL",20,61,11,15,1,0,3,9,2,0,3,20,0,0,3,0,3,SS,1969,25,R
"abbotku01",1994,1,"FLO","NL",101,345,41,86,17,3,9,33,3,0,16,98,1,5,3,2,5,SS,1969,26,R
"abbotku01",1995,1,"FLO","NL",120,420,60,107,18,7,17,60,4,3,36,110,4,5,2,5,6,SS,1969,27,R
"abbotku01",1996,1,"FLO","NL",109,320,37,81,18,7,8,33,3,3,22,99,1,3,4,0,7,SS,1969,28,R
"abbotku01",1997,1,"FLO","NL",94,252,35,69,18,2,6,30,3,1,14,68,3,1,6,0,5,SS,1969,29,R
"abbotku01",1998,1,"OAK","AL",35,123,17,33,7,1,2,9,2,1,10,34,0,1,1,1,3,SS,1969,30,R
"abbotku01",1998,2,"COL","NL",42,71,9,18,6,0,3,15,0,0,2,19,0,1,0,2,2,SS,1969,30,R
"abbotku01",1999,1,"COL","NL",96,286,41,78,17,2,8,41,3,2,16,69,0,0,2,1,4,SS,1969,31,R
"abbotku01",2000,1,"NYN","NL",79,157,22,34,7,1,6,12,1,1,14,51,2,1,0,1,2,SS,1969,32,R
"abbotku01",2001,1,"ATL","NL",6,9,0,2,0,0,0,0,1,0,0,3,0,0,0,0,0,SS,1969,33,R
"abernbr01",2001,1,"TBA","AL",79,304,43,82,17,1,5,33,8,3,27,35,1,0,3,1,3,2B,1977,25,R
"abernbr01",2002,1,"TBA","AL",117,463,46,112,18,4,2,40,10,4,25,46,0,6,8,2,8,DH,1977,26,R
"abernbr01",2003,1,"KCA","AL",10,27,2,2,0,0,0,0,0,0,1,3,0,0,2,0,2,2B,1977,27,R
"abernbr01",2003,2,"TBA","AL",2,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2B,1977,27,R
"abnersh01",1987,1,"SDN","NL",16,47,5,13,3,1,2,7,1,0,2,8,0,0,0,0,0,LF,1966,22,R
"abnersh01",1988,1,"SDN","NL",37,83,6,15,3,0,2,5,0,1,4,19,1,1,0,1,1,RF,1966,23,R
"abnersh01",1989,1,"SDN","NL",57,102,13,18,4,0,2,14,1,0,5,20,2,0,0,1,1,LF,1966,24,R
"abnersh01",1990,1,"SDN","NL",91,184,17,45,9,0,1,15,2,3,9,28,1,2,2,1,3,CF,1966,25,R
"abnersh01",1991,1,"SDN","NL",53,115,15,19,4,1,1,5,0,0,7,25,4,1,1,1,3,CF,1966,26,R
"abnersh01",1991,2,"CAL","AL",41,101,12,23,6,1,2,9,1,2,4,18,0,0,0,0,3,CF,1966,26,R
"abnersh01",1992,1,"CHA","AL",97,208,21,58,10,1,1,16,1,2,12,35,2,3,2,3,3,RF,1966,27,R
"abreubo01",1996,1,"HOU","NL",15,22,1,5,1,0,0,1,0,0,2,3,0,0,0,0,1,RF,1974,23,L
"abreubo01",1997,1,"HOU","NL",59,188,22,47,10,2,3,26,7,2,21,48,0,1,0,0,0,RF,1974,24,L
"abreubo01",1998,1,"PHI","NL",151,497,68,155,29,6,17,74,19,10,84,133,14,0,4,4,6,RF,1974,25,L
"abreubo01",1999,1,"PHI","NL",152,546,118,183,35,11,20,93,27,9,109,113,8,3,0,4,13,RF,1974,26,L
"abreubo01",2000,1,"PHI","NL",154,576,103,182,42,10,25,79,28,8,100,116,9,1,0,3,12,RF,1974,27,L
"abreubo01",2001,1,"PHI","NL",162,588,118,170,48,4,31,110,36,14,106,137,11,1,0,9,13,RF,1974,28,L
"abreubo01",2002,1,"PHI","NL",157,572,102,176,50,6,20,85,31,12,104,117,9,3,0,6,11,RF,1974,29,L
"abreubo01",2003,1,"PHI","NL",158,577,99,173,35,1,20,101,22,9,109,126,13,2,0,7,13,RF,1974,30,L
"abreubo01",2004,1,"PHI","NL",159,574,118,173,47,1,30,105,40,5,127,116,10,5,0,7,5,RF,1974,31,L
"adairje01",1970,1,"KCA","AL",7,27,0,4,0,0,0,1,0,1,5,3,1,0,1,0,1,2B,1936,35,R
"adamsbo04",1977,1,"DET","AL",15,24,2,6,1,0,2,2,0,0,0,5,0,0,0,0,0,C,1952,26,R
"adamsgl01",1975,1,"SFN","NL",61,90,10,27,2,1,4,15,1,0,11,25,0,1,0,1,1,LF,1947,29,L
"adamsgl01",1976,1,"SFN","NL",69,74,2,18,4,0,0,3,1,0,1,12,0,0,0,0,4,LF,1947,30,L
"adamsgl01",1977,1,"MIN","AL",95,269,32,91,17,0,6,49,0,2,18,30,3,0,0,3,5,RF,1947,31,L
"adamsgl01",1978,1,"MIN","AL",116,310,27,80,18,1,7,35,0,1,17,32,0,0,2,0,10,RF,1947,32,L
"adamsgl01",1979,1,"MIN","AL",119,326,34,98,13,1,8,50,2,2,25,27,0,3,1,6,3,LF,1947,33,L
"adamsgl01",1980,1,"MIN","AL",99,262,32,75,11,2,6,38,2,4,15,26,1,0,6,4,11,LF,1947,34,L
"adamsgl01",1981,1,"MIN","AL",72,220,13,46,10,0,2,24,0,1,20,26,4,0,0,2,10,DH,1947,35,L
"adamsgl01",1982,1,"TOR","AL",30,66,2,17,4,0,1,11,0,0,4,5,0,0,0,3,3,DH,1947,36,L
"adamsmi02",1972,1,"MIN","AL",3,6,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,LF,1948,25,R
"adamsmi02",1973,1,"MIN","AL",55,66,21,14,2,0,3,6,2,1,17,18,0,1,0,0,2,LF,1948,26,R
"adamsmi02",1976,1,"CHN","NL",25,29,1,4,2,0,0,2,0,0,8,7,0,1,0,0,0,LF,1948,29,R
"adamsmi02",1977,1,"CHN","NL",2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,LF,1948,30,R
"adamsmi02",1978,1,"OAK","AL",15,15,5,3,1,0,0,1,0,0,7,2,0,0,0,0,0,DH,1948,31,R
"adamsri02",1982,1,"CAL","AL",8,14,1,2,0,0,0,0,1,0,0,2,0,1,1,0,1,SS,1959,24,R
"adamsri02",1983,1,"CAL","AL",58,112,22,28,2,0,2,6,1,1,5,12,0,3,3,0,2,SS,1959,25,R
"adamsri02",1985,1,"SFN","NL",54,121,12,23,3,1,2,10,1,1,5,23,3,1,3,0,2,SS,1959,27,R
"adamsru01",2004,1,"TOR","AL",22,72,10,22,2,1,4,10,1,0,5,5,0,1,0,0,3,SS,1980,25,L
"adducji01",1983,1,"SLN","NL",10,20,0,1,0,0,0,0,0,0,1,6,0,0,0,0,0,LF,1959,25,L
"adducji01",1986,1,"ML4","AL",3,11,2,1,1,0,0,0,0,0,1,2,0,0,1,0,0,1B,1959,28,L
"adducji01",1988,1,"ML4","AL",44,94,8,25,6,1,1,15,0,1,0,15,0,0,0,3,1,LF,1959,30,L
"adducji01",1989,1,"PHI","NL",13,19,1,7,1,0,0,0,0,0,0,4,0,0,0,0,0,LF,1959,31,L
"afenitr01",1987,1,"HOU","NL",10,20,1,6,1,0,0,1,0,0,0,12,0,0,0,0,0,C,1963,25,R
"afenitr01",1990,1,"OAK","AL",14,14,0,2,0,0,0,2,0,0,0,6,0,0,0,1,0,DH,1963,28,R
"afenitr01",1991,1,"OAK","AL",5,11,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,DH,1963,29,R
"afenitr01",1992,1,"CIN","NL",16,34,3,6,1,2,0,4,0,0,5,12,0,0,1,0,0,C,1963,30,R
"agbaybe01",1998,1,"NYN","NL",11,15,1,2,0,0,0,0,0,2,1,5,0,0,0,0,1,RF,1971,28,R
"agbaybe01",1999,1,"NYN","NL",101,276,42,79,18,3,14,42,6,4,32,60,4,3,0,3,8,RF,1971,29,R
"agbaybe01",2000,1,"NYN","NL",119,350,59,101,20,1,15,60,5,5,54,68,2,7,0,3,6,RF,1971,30,R
"agbaybe01",2001,1,"NYN","NL",91,296,28,82,14,2,6,27,4,5,36,73,0,5,1,1,11,LF,1971,31,R
"agbaybe01",2002,1,"COL","NL",48,117,10,24,5,0,4,19,1,0,10,35,0,0,0,1,4,RF,1971,32,R
"agbaybe01",2002,2,"BOS","AL",13,37,5,11,1,0,0,8,0,0,6,5,1,0,0,0,1,RF,1971,32,R
"ageeto01",1970,1,"NYN","NL",153,636,107,182,30,7,24,75,31,15,55,156,3,2,1,2,11,CF,1942,29,R
"ageeto01",1971,1,"NYN","NL",113,425,58,121,19,0,14,50,28,6,50,84,2,2,4,1,12,CF,1942,30,R
"ageeto01",1972,1,"NYN","NL",114,422,52,96,23,0,13,47,8,9,53,92,6,4,1,3,18,CF,1942,31,R
"ageeto01",1973,1,"HOU","NL",83,204,30,48,5,2,8,15,2,5,16,55,1,1,0,0,4,CF,1942,32,R
"ageeto01",1973,2,"SLN","NL",26,62,8,11,3,1,3,7,1,0,5,13,0,0,0,0,8,CF,1942,32,R
"aguaylu01",1980,1,"PHI","NL",20,47,7,13,1,2,1,8,1,1,2,3,0,0,0,1,0,SS,1959,22,R
"aguaylu01",1981,1,"PHI","NL",45,84,11,18,4,0,1,7,1,0,6,15,0,2,2,0,0,SS,1959,23,R
"aguaylu01",1982,1,"PHI","NL",50,56,11,15,1,2,3,7,1,1,5,7,1,1,1,0,1,SS,1959,24,R
"aguaylu01",1983,1,"PHI","NL",2,4,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,SS,1959,25,R
"aguaylu01",1984,1,"PHI","NL",58,72,15,20,4,0,3,11,0,0,8,16,2,0,0,0,1,SS,1959,26,R
"aguaylu01",1985,1,"PHI","NL",91,165,27,46,7,3,6,21,1,0,22,26,5,6,4,3,7,SS,1959,27,R
"aguaylu01",1986,1,"PHI","NL",62,133,17,28,6,1,4,13,1,1,8,26,0,3,0,2,3,SS,1959,28,R
"aguaylu01",1987,1,"PHI","NL",94,209,25,43,9,1,12,21,0,0,15,56,1,5,3,2,5,SS,1959,29,R
"aguaylu01",1988,1,"PHI","NL",49,97,9,24,3,0,3,5,2,0,13,17,2,0,1,0,2,SS,1959,30,R
"aguaylu01",1988,2,"NYA","AL",50,140,12,35,4,0,3,8,0,2,7,33,1,1,0,1,4,SS,1959,30,R
"aguaylu01",1989,1,"CLE","AL",47,97,7,17,4,1,1,8,0,0,7,19,0,2,3,3,4,SS,1959,31,R
"aguilch01",2004,1,"FLO","NL",29,45,10,10,2,1,3,5,0,0,2,12,0,0,1,0,0,RF,1979,26,R
"aikenwi01",1977,1,"CAL","AL",42,91,5,18,4,0,0,6,1,2,10,23,2,0,0,0,1,DH,1954,24,L
"aikenwi01",1979,1,"CAL","AL",116,379,59,106,18,0,21,81,1,3,61,79,8,1,0,6,10,DH,1954,26,L
"aikenwi01",1980,1,"KCA","AL",151,543,70,151,24,0,20,98,1,0,64,88,3,7,0,9,23,DH,1954,27,L
"aikenwi01",1981,1,"KCA","AL",101,349,45,93,16,0,17,53,0,0,62,47,12,3,0,5,11,1B,1954,28,L
"aikenwi01",1982,1,"KCA","AL",134,466,50,131,29,1,17,74,0,1,45,70,7,3,0,5,19,1B,1954,29,L
"aikenwi01",1983,1,"KCA","AL",125,410,49,124,26,1,23,72,0,0,45,75,9,2,0,1,16,DH,1954,30,L
"aikenwi01",1984,1,"TOR","AL",93,234,21,48,7,0,11,26,0,0,29,56,1,2,0,0,6,DH,1954,31,L
"aikenwi01",1985,1,"TOR","AL",12,20,2,4,1,0,1,5,0,0,3,6,0,0,0,1,1,DH,1954,32,L
"aingeda01",1979,1,"TOR","AL",87,308,26,73,7,1,2,19,1,0,12,58,1,2,7,2,8,DH,1959,21,R
"aingeda01",1980,1,"TOR","AL",38,111,11,27,6,1,0,4,3,0,2,29,0,1,1,0,3,CF,1959,22,R
"aingeda01",1981,1,"TOR","AL",86,246,20,46,6,2,0,14,8,5,23,41,1,1,4,1,5,SS,1959,23,R
"alberbu01",1978,1,"TOR","AL",6,18,1,5,1,0,0,0,0,0,0,2,0,0,0,0,0,DH,1950,29,R
"alcanis01",2000,1,"BOS","AL",21,45,9,13,1,0,4,7,0,0,3,7,0,0,0,0,0,RF,1971,30,R
"alcanis01",2001,1,"BOS","AL",14,38,3,10,1,0,0,3,1,0,3,13,0,0,0,0,3,RF,1971,31,R
"alcanis01",2002,1,"MIL","NL",16,32,3,8,1,0,2,5,0,1,0,6,0,0,0,0,0,RF,1971,32,R
"alcarlu01",1970,1,"KCA","AL",35,120,10,20,5,1,1,14,0,0,4,13,0,0,1,1,2,2B,1941,30,R
"aldremi01",1986,1,"SFN","NL",84,216,27,54,18,3,2,25,1,3,33,34,4,2,4,1,3,LF,1961,26,L
"aldremi01",1987,1,"SFN","NL",126,357,50,116,18,2,9,51,6,0,43,50,5,0,4,2,6,LF,1961,27,L
"aldremi01",1988,1,"SFN","NL",139,389,44,104,15,0,3,50,6,5,56,65,13,0,1,3,10,LF,1961,28,L
"aldremi01",1989,1,"MON","NL",76,136,12,30,8,1,1,12,1,3,19,30,0,1,1,2,4,RF,1961,29,L
"aldremi01",1990,1,"MON","NL",96,161,22,39,7,1,1,18,1,2,37,31,2,1,0,1,2,LF,1961,30,L
"aldremi01",1991,1,"SDN","NL",12,15,2,0,0,0,0,1,0,1,3,4,0,0,0,0,1,LF,1961,31,L
"aldremi01",1991,2,"CLE","AL",85,183,22,48,6,1,1,19,1,2,36,37,1,0,1,2,0,LF,1961,31,L
"aldremi01",1993,1,"OAK","AL",95,255,40,68,13,1,10,33,1,1,34,45,2,0,3,0,7,LF,1961,33,L
"aldremi01",1994,1,"OAK","AL",76,178,23,43,5,0,4,18,2,0,20,35,1,0,0,3,2,LF,1961,34,L
"aldremi01",1995,1,"OAK","AL",60,125,18,34,8,0,4,21,0,0,19,23,1,1,0,2,3,LF,1961,35,L
"aldremi01",1995,2,"CAL","AL",18,24,1,6,0,0,0,3,0,0,0,8,0,0,0,1,1,LF,1961,35,L
"aldremi01",1996,1,"CAL","AL",31,40,5,6,1,0,3,8,0,0,5,4,0,0,0,1,3,RF,1961,36,L
"aldremi01",1996,2,"NYA","AL",32,68,11,17,5,0,3,12,0,1,9,15,0,0,0,0,1,RF,1961,36,L
"aldrico01",2001,1,"ATL","NL",8,5,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,RF,1979,23,L
"alexaga01",1975,1,"SFN","NL",3,3,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,C,1953,23,R
"alexaga01",1976,1,"SFN","NL",23,73,12,13,1,1,2,7,1,0,10,16,1,0,0,1,1,C,1953,24,R
"alexaga01",1977,1,"SFN","NL",51,119,17,36,4,2,5,20,3,1,20,33,2,2,0,2,5,RF,1953,25,R
"alexaga01",1978,1,"OAK","AL",58,174,18,36,6,1,10,22,0,3,22,66,2,1,1,1,9,DH,1953,26,R
"alexaga01",1978,2,"CLE","AL",90,324,39,76,14,3,17,62,0,2,35,100,3,1,0,4,2,DH,1953,26,R
"alexaga01",1979,1,"CLE","AL",110,358,54,82,9,2,15,54,4,2,46,100,3,1,3,7,7,LF,1953,27,R
"alexaga01",1980,1,"CLE","AL",76,178,22,40,7,1,5,31,0,4,17,52,1,0,0,3,9,LF,1953,28,R
"alexaga01",1981,1,"PIT","NL",21,47,6,10,4,1,1,6,0,0,3,12,0,0,0,1,1,LF,1953,29,R
"alexama01",1973,1,"CHN","NL",12,5,4,1,0,0,0,1,2,0,1,1,0,0,0,0,0,CF,1947,27,B
"alexama01",1974,1,"CHN","NL",45,54,15,11,2,1,0,0,8,4,12,12,1,1,7,0,2,CF,1947,28,B
"alexama01",1975,1,"OAK","AL",63,10,16,1,0,0,0,0,17,10,1,1,0,0,0,0,0,RF,1947,29,B
"alexama01",1976,1,"OAK","AL",61,30,16,1,0,0,0,0,20,7,0,5,0,0,0,0,0,RF,1947,30,B
"alexama01",1977,1,"OAK","AL",90,42,24,10,1,0,0,2,26,14,4,6,0,0,1,0,0,SS,1947,31,B
"alexama01",1978,1,"PIT","NL",7,0,2,0,0,0,0,0,4,1,0,0,0,0,0,0,0,NA,1947,32,B
"alexama01",1979,1,"PIT","NL",44,13,16,7,0,1,0,1,13,1,0,0,0,0,0,0,0,SS,1947,33,B
"alexama01",1980,1,"PIT","NL",37,3,13,1,1,0,0,0,10,3,0,0,0,0,0,0,0,LF,1947,34,B
"alexama01",1981,1,"PIT","NL",15,11,5,4,0,0,0,0,3,2,0,1,0,0,0,0,0,CF,1947,35,B
"alexama02",1992,1,"BAL","AL",4,5,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,SS,1971,22,R
"alexama02",1993,1,"BAL","AL",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1971,23,R
"alexama02",1995,1,"BAL","AL",94,242,35,57,9,1,3,23,11,4,20,30,0,2,4,0,2,SS,1971,25,R
"alexama02",1996,1,"BAL","AL",54,68,6,7,0,0,0,4,3,3,3,27,0,0,2,0,2,SS,1971,26,R
"alexama02",1997,1,"NYN","NL",54,149,26,37,9,3,2,15,11,0,9,38,1,1,1,1,3,SS,1971,27,R
"alexama02",1997,2,"CHN","NL",33,99,11,29,3,1,1,7,2,1,8,16,2,2,2,0,3,SS,1971,27,R
"alexama02",1998,1,"CHN","NL",108,264,34,60,10,1,5,25,4,1,18,66,1,1,5,1,6,SS,1971,28,R
"alexama02",1999,1,"CHN","NL",90,177,17,48,11,2,0,15,4,0,10,38,0,0,1,1,1,SS,1971,29,R
"alexama02",2000,1,"BOS","AL",101,194,30,41,4,3,4,19,2,0,13,41,0,0,2,0,0,SS,1971,30,R
"alexama02",2004,1,"TEX","AL",21,21,3,5,2,0,0,3,0,0,1,7,0,0,0,0,0,SS,1971,34,R
"alfarja01",2004,1,"HOU","NL",7,11,1,2,0,0,0,0,0,0,0,5,0,0,1,0,1,SS,1977,28,R
"alfoned01",1995,1,"NYN","NL",101,335,26,93,13,5,4,41,1,1,12,37,1,1,4,4,7,SS,1973,23,R
"alfoned01",1996,1,"NYN","NL",123,368,36,96,15,2,4,40,2,0,25,56,2,0,9,5,8,SS,1973,24,R
"alfoned01",1997,1,"NYN","NL",151,518,84,163,27,2,10,72,11,6,63,56,0,5,8,5,4,SS,1973,25,R
"alfoned01",1998,1,"NYN","NL",144,557,94,155,28,2,17,78,8,3,65,77,1,3,2,3,11,SS,1973,26,R
"alfoned01",1999,1,"NYN","NL",158,628,123,191,41,1,27,108,9,2,85,85,2,3,1,9,14,2B,1973,27,R
"alfoned01",2000,1,"NYN","NL",150,544,109,176,40,2,25,94,3,2,95,70,1,5,0,6,12,DH,1973,28,R
"alfoned01",2001,1,"NYN","NL",124,457,64,111,22,0,17,49,5,0,51,62,0,5,1,5,7,2B,1973,29,R
"alfoned01",2002,1,"NYN","NL",135,490,78,151,26,0,16,56,6,0,62,55,8,7,0,3,5,3B,1973,30,R
"alfoned01",2003,1,"SFN","NL",142,514,56,133,25,2,13,81,5,2,58,41,4,4,3,7,14,3B,1973,31,R
"alfoned01",2004,1,"SFN","NL",139,519,66,150,26,1,11,77,1,1,46,40,2,5,2,4,15,3B,1973,32,R
"alicelu01",1988,1,"SLN","NL",93,297,20,63,10,4,1,24,1,1,25,32,4,2,4,2,12,2B,1965,24,B
"alicelu01",1991,1,"SLN","NL",56,68,5,13,3,0,0,0,0,1,8,19,0,0,0,0,0,SS,1965,27,B
"alicelu01",1992,1,"SLN","NL",85,265,26,65,9,11,2,32,2,5,27,40,1,4,2,4,5,SS,1965,28,B
"alicelu01",1993,1,"SLN","NL",115,362,50,101,19,3,3,46,11,1,47,54,2,4,1,7,9,LF,1965,29,B
"alicelu01",1994,1,"SLN","NL",88,205,32,57,12,5,5,29,4,5,30,38,4,3,1,3,1,LF,1965,30,B
"alicelu01",1995,1,"BOS","AL",132,419,64,113,20,3,6,44,13,10,63,61,0,7,13,9,10,2B,1965,31,B
"alicelu01",1996,1,"SLN","NL",129,380,54,98,26,3,5,42,11,3,52,78,9,5,4,6,4,2B,1965,32,B
"alicelu01",1997,1,"ANA","AL",128,388,59,98,16,7,5,37,22,8,69,65,3,8,4,2,4,DH,1965,33,B
"alicelu01",1998,1,"TEX","AL",101,259,51,71,15,3,6,33,4,3,37,40,0,5,4,3,1,LF,1965,34,B
"alicelu01",1999,1,"TEX","AL",68,164,33,33,10,0,3,17,2,1,28,32,0,0,3,1,4,LF,1965,35,B
"alicelu01",2000,1,"TEX","AL",139,540,85,159,25,8,6,63,1,3,59,75,1,5,7,7,13,SS,1965,36,B
"alicelu01",2001,1,"KCA","AL",113,387,44,106,16,4,4,32,8,6,23,56,0,4,3,1,6,DH,1965,37,B
"alicelu01",2002,1,"KCA","AL",94,237,28,54,8,2,1,23,2,3,32,34,1,1,3,0,5,SS,1965,38,B
"allanan01",1986,1,"CLE","AL",101,293,30,66,7,3,1,29,10,1,14,36,0,1,11,4,7,C,1961,26,R
"allanan01",1987,1,"CLE","AL",50,154,17,41,6,0,3,16,1,1,9,30,0,0,4,5,2,C,1961,27,R
"allanan01",1988,1,"CLE","AL",133,434,44,114,11,0,5,50,5,9,25,63,2,3,8,4,6,C,1961,28,R
"allanan01",1989,1,"CLE","AL",111,323,30,75,9,1,3,17,4,4,23,47,2,4,6,3,7,C,1961,29,R
"allanan01",1991,1,"DET","AL",60,151,10,35,10,0,1,16,0,1,7,31,0,0,2,0,3,DH,1961,31,R
"allanan01",1992,1,"ML4","AL",9,25,6,8,1,0,0,0,3,1,1,2,0,0,2,0,1,C,1961,32,R
"allanan01",1993,1,"SFN","NL",13,24,3,4,1,0,0,2,0,0,1,2,0,0,1,0,1,C,1961,33,R
"allanan01",1995,1,"CAL","AL",35,82,5,14,3,0,3,10,0,1,7,12,0,1,1,0,0,C,1961,35,R
"allenbe01",1970,1,"WS2","AL",104,261,31,61,7,1,8,29,0,2,43,21,4,0,1,0,4,3B,1939,32,L
"allenbe01",1971,1,"WS2","AL",97,229,18,61,11,1,4,22,2,1,33,27,1,0,0,0,2,3B,1939,33,L
"allenbe01",1972,1,"NYA","AL",84,220,26,50,9,0,9,21,0,1,23,42,4,0,1,4,4,3B,1939,34,L
"allenbe01",1973,1,"NYA","AL",17,57,5,13,3,0,0,4,0,0,5,5,1,0,0,0,1,3B,1939,35,L
"allenbe01",1973,2,"MON","NL",16,50,5,9,1,0,2,9,0,0,5,4,1,0,1,0,0,3B,1939,35,L
"allench01",1999,1,"MIN","AL",137,481,69,133,21,3,10,46,14,7,37,89,1,2,1,2,9,RF,1975,25,R
"allench01",2000,1,"MIN","AL",15,50,2,15,3,0,0,7,0,2,3,14,0,1,0,1,1,RF,1975,26,R
"allench01",2001,1,"MIN","AL",57,175,20,46,13,2,4,20,1,2,19,37,1,0,0,1,7,RF,1975,27,R
"allench01",2002,1,"CLE","AL",5,10,0,1,1,0,0,0,0,0,0,2,0,0,1,0,1,RF,1975,28,R
"allench01",2003,1,"FLO","NL",12,24,2,5,1,1,0,0,0,0,0,5,0,1,0,0,1,RF,1975,29,R
"allench01",2004,1,"TEX","AL",20,58,4,14,4,1,0,6,0,1,2,13,0,0,2,1,1,RF,1975,30,R
"allendi01",1970,1,"SLN","NL",122,459,88,128,17,5,34,101,5,4,71,118,16,2,0,1,9,LF,1942,29,R
"allendi01",1971,1,"LAN","NL",155,549,82,162,24,1,23,90,8,1,93,113,13,1,1,5,23,LF,1942,30,R
"allendi01",1972,1,"CHA","AL",148,506,90,156,28,5,37,113,19,8,99,126,16,1,0,3,13,3B,1942,31,R
"allendi01",1973,1,"CHA","AL",72,250,39,79,20,3,16,41,7,2,33,51,3,1,1,3,9,DH,1942,32,R
"allendi01",1974,1,"CHA","AL",128,462,84,139,23,1,32,88,7,1,57,89,9,1,0,5,16,DH,1942,33,R
"allendi01",1975,1,"PHI","NL",119,416,54,97,21,3,12,62,11,2,58,109,4,2,1,4,19,1B,1942,34,R
"allendi01",1976,1,"PHI","NL",85,298,52,80,16,1,15,49,11,4,37,63,2,0,1,3,13,1B,1942,35,R
"allendi01",1977,1,"OAK","AL",54,171,19,41,4,0,5,31,1,3,24,36,0,1,0,4,4,DH,1942,36,R
"allendu01",2000,1,"SDN","NL",9,12,0,0,0,0,0,0,0,0,2,5,0,0,0,0,1,RF,1972,29,R
"allendu01",2000,2,"DET","AL",18,16,5,7,2,0,2,2,0,0,2,7,0,0,0,0,0,RF,1972,29,R
"allenga01",1979,1,"BOS","AL",108,241,27,49,10,2,3,22,1,1,20,42,0,1,6,3,8,C,1955,25,R
"allenga01",1980,1,"BOS","AL",36,70,9,25,6,0,0,10,2,2,13,11,0,0,1,1,1,DH,1955,26,R
"allenga01",1981,1,"BOS","AL",47,139,23,31,8,0,5,25,0,0,23,33,0,1,0,1,6,C,1955,27,R
"allenga01",1982,1,"BOS","AL",92,264,25,54,11,0,6,33,0,3,38,39,1,1,3,1,6,C,1955,28,R
"allenga01",1983,1,"BOS","AL",84,230,19,53,11,0,3,30,0,1,27,43,0,2,5,5,8,C,1955,29,R
"allenga01",1984,1,"BOS","AL",35,83,9,19,2,0,2,8,0,0,9,14,2,0,0,0,5,C,1955,30,R
"allenga01",1985,1,"TOR","AL",14,34,2,4,1,0,0,3,0,0,0,10,0,0,0,0,1,C,1955,31,R
"allenha02",1970,1,"WS2","AL",22,38,3,8,2,0,0,4,0,0,5,9,1,0,0,1,0,CF,1940,31,R
"allenha02",1970,2,"ML4","AL",28,61,4,14,4,0,0,4,0,1,7,5,0,0,0,0,2,CF,1940,31,R
"allenha02",1972,1,"CHA","AL",9,21,1,3,0,0,0,0,0,0,0,2,0,0,0,0,1,3B,1940,33,R
"allenha02",1973,1,"CHA","AL",28,39,2,4,2,0,0,0,0,1,1,9,0,0,0,0,2,LF,1940,34,R
"allenja02",1983,1,"SEA","AL",86,273,23,61,10,0,4,21,6,5,33,52,0,1,6,0,8,DH,1958,26,R
