"name","year","stint","team","league","G","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","IBB","HBP","SH","SF","GIDP","pos","birth","age","hand"
"allenje01",1996,1,"PIT","NL",61,229,32,60,9,3,4,31,11,6,23,50,0,4,2,2,2,CF,1972,25,R
"allenje01",1997,1,"PIT","NL",108,369,55,94,18,2,3,43,14,7,44,79,1,7,9,6,5,CF,1972,26,R
"allenje01",1998,1,"PIT","NL",69,233,30,72,13,3,3,24,8,4,17,43,0,7,3,1,1,RF,1972,27,R
"allenje01",1998,2,"KCA","AL",30,73,15,15,5,0,0,3,7,0,9,17,0,4,5,0,0,RF,1972,27,R
"allenje01",1998,3,"NYN","NL",34,54,9,11,2,0,2,4,0,2,2,16,0,1,0,0,0,RF,1972,27,R
"allenje01",1999,1,"NYN","NL",40,73,14,16,2,0,3,9,2,1,9,23,0,1,2,1,1,RF,1972,28,R
"allenki01",1980,1,"SEA","AL",23,51,9,12,3,0,0,3,10,3,8,3,2,1,2,0,1,SS,1953,28,R
"allenki01",1981,1,"SEA","AL",19,3,1,0,0,0,0,0,2,1,0,2,0,0,0,0,0,CF,1953,29,R
"allenlu01",2002,1,"LAN","NL",6,7,2,1,1,0,0,0,0,0,2,3,0,0,0,0,0,RF,1978,25,L
"allenlu01",2003,1,"COL","NL",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,1978,26,L
"allenro01",1972,1,"SLN","NL",7,11,2,1,0,0,1,1,0,0,3,5,0,0,0,0,1,1B,1943,30,B
"allenro02",1983,1,"SEA","AL",11,12,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,RF,1959,25,R
"allenro02",1984,1,"DET","AL",15,27,6,8,1,0,0,3,1,0,2,8,0,1,1,0,0,LF,1959,26,R
"allenro02",1988,1,"CLE","AL",5,11,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,DH,1959,30,R
"alleyge01",1970,1,"PIT","NL",121,426,46,104,16,5,8,41,7,3,31,70,9,3,2,4,6,SS,1940,31,R
"alleyge01",1971,1,"PIT","NL",114,348,38,79,8,7,6,28,9,2,35,43,14,0,4,2,6,SS,1940,32,R
"alleyge01",1972,1,"PIT","NL",119,347,30,86,12,2,3,36,4,3,38,52,10,0,3,1,6,SS,1940,33,R
"alleyge01",1973,1,"PIT","NL",76,158,25,32,3,2,2,8,1,0,20,28,6,0,3,0,8,SS,1940,34,R
"alliebo01",1975,1,"CAL","AL",21,45,4,8,1,0,1,2,0,0,1,6,1,0,1,0,1,C,1952,24,R
"allisbo01",1970,1,"MIN","AL",47,72,15,15,5,0,1,7,1,0,14,20,0,1,0,0,2,LF,1934,37,R
"allrebe01",1989,1,"CLE","AL",13,24,0,6,3,0,0,1,0,0,2,10,0,0,0,0,0,LF,1965,25,L
"allrebe01",1990,1,"CLE","AL",4,16,2,3,1,0,1,2,0,0,2,3,0,0,0,0,0,CF,1965,26,L
"allrebe01",1991,1,"CLE","AL",48,125,17,29,3,0,3,12,2,2,25,35,2,1,3,2,1,RF,1965,27,L
"almonbi01",1974,1,"SDN","NL",16,38,4,12,1,0,0,3,1,0,2,9,0,0,0,0,0,SS,1952,23,R
"almonbi01",1975,1,"SDN","NL",6,10,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,SS,1952,24,R
"almonbi01",1976,1,"SDN","NL",14,57,6,14,3,0,1,6,3,1,2,9,0,0,1,0,0,SS,1952,25,R
"almonbi01",1977,1,"SDN","NL",155,613,75,160,18,11,2,43,20,9,37,114,1,0,20,0,14,SS,1952,26,R
"almonbi01",1978,1,"SDN","NL",138,405,39,102,19,2,0,21,17,5,33,74,10,0,3,1,6,SS,1952,27,R
"almonbi01",1979,1,"SDN","NL",100,198,20,45,3,0,1,8,6,5,21,48,7,0,5,2,1,SS,1952,28,R
"almonbi01",1980,1,"MON","NL",18,38,2,10,1,1,0,3,0,0,1,5,0,0,0,1,2,SS,1952,29,R
"almonbi01",1980,2,"NYN","NL",48,112,13,19,3,2,0,4,2,0,8,27,1,0,0,0,0,SS,1952,29,R
"almonbi01",1981,1,"CHA","AL",103,349,46,105,10,2,4,41,16,6,21,60,0,2,2,3,4,SS,1952,30,R
"almonbi01",1982,1,"CHA","AL",111,308,40,79,10,4,4,26,10,8,25,49,0,1,1,1,4,SS,1952,31,R
"almonbi01",1983,1,"OAK","AL",143,451,45,120,29,1,4,63,26,8,26,67,3,2,5,11,8,SS,1952,32,R
"almonbi01",1984,1,"OAK","AL",106,211,24,47,11,0,7,16,5,7,10,42,0,0,0,4,3,SS,1952,33,R
"almonbi01",1985,1,"PIT","NL",88,244,33,66,17,0,6,29,10,7,22,61,0,1,4,3,6,SS,1952,34,R
"almonbi01",1986,1,"PIT","NL",102,196,29,43,7,2,7,27,11,4,30,38,2,0,1,3,5,SS,1952,35,R
"almonbi01",1987,1,"PIT","NL",19,20,5,4,1,0,0,1,0,0,1,5,0,0,0,0,0,SS,1952,36,R
"almonbi01",1987,2,"NYN","NL",49,54,8,13,3,0,0,4,1,0,8,16,0,0,0,0,0,SS,1952,36,R
"almonbi01",1988,1,"PHI","NL",20,26,1,3,2,0,0,1,0,0,3,11,0,0,2,0,0,SS,1952,37,R
"almoner01",2001,1,"NYA","AL",8,4,0,2,1,0,0,0,2,0,0,1,0,0,0,0,0,SS,1978,24,R
"almoner01",2003,1,"NYA","AL",31,100,17,26,6,0,1,11,1,0,8,24,0,1,2,0,3,SS,1978,26,R
"alomaro01",1988,1,"SDN","NL",143,545,84,145,24,6,9,41,24,6,47,83,5,3,16,0,15,2B,1968,21,B
"alomaro01",1989,1,"SDN","NL",158,623,82,184,27,1,7,56,42,17,53,76,4,1,17,8,10,2B,1968,22,B
"alomaro01",1990,1,"SDN","NL",147,586,80,168,27,5,6,60,24,7,48,72,1,2,5,5,16,SS,1968,23,B
"alomaro01",1991,1,"TOR","AL",161,637,88,188,41,11,9,69,53,11,57,86,3,4,16,5,5,2B,1968,24,B
"alomaro01",1992,1,"TOR","AL",152,571,105,177,27,8,8,76,49,9,87,52,5,5,6,2,8,DH,1968,25,B
"alomaro01",1993,1,"TOR","AL",153,589,109,192,35,6,17,93,55,15,80,67,5,5,4,5,13,2B,1968,26,B
"alomaro01",1994,1,"TOR","AL",107,392,78,120,25,4,8,38,19,8,51,41,2,2,7,3,14,2B,1968,27,B
"alomaro01",1995,1,"TOR","AL",130,517,71,155,24,7,13,66,30,3,47,45,3,0,6,7,16,2B,1968,28,B
"alomaro01",1996,1,"BAL","AL",153,588,132,193,43,4,22,94,17,6,90,65,10,1,8,12,14,DH,1968,29,B
"alomaro01",1997,1,"BAL","AL",112,412,64,137,23,2,14,60,9,3,40,43,2,3,7,7,10,DH,1968,30,B
"alomaro01",1998,1,"BAL","AL",147,588,86,166,36,1,14,56,18,5,59,70,3,2,3,5,11,DH,1968,31,B
"alomaro01",1999,1,"CLE","AL",159,563,138,182,40,3,24,120,37,6,99,96,3,7,12,13,13,DH,1968,32,B
"alomaro01",2000,1,"CLE","AL",155,610,111,189,40,2,19,89,39,4,64,82,4,6,11,6,19,2B,1968,33,B
"alomaro01",2001,1,"CLE","AL",157,575,113,193,34,12,20,100,30,6,80,71,5,4,9,9,9,2B,1968,34,B
"alomaro01",2002,1,"NYN","NL",149,590,73,157,24,4,11,53,16,4,57,83,4,1,6,1,12,2B,1968,35,B
"alomaro01",2003,1,"NYN","NL",73,263,34,69,17,1,2,22,6,0,29,40,2,2,4,4,8,2B,1968,36,B
"alomaro01",2003,2,"CHA","AL",67,253,42,64,11,1,3,17,6,2,30,37,1,1,8,4,9,2B,1968,36,B
"alomaro01",2004,1,"ARI","NL",38,110,14,34,5,2,3,16,0,2,12,18,0,1,2,0,2,DH,1968,37,B
"alomaro01",2004,2,"CHA","AL",18,61,4,11,1,0,1,8,0,0,2,13,0,0,1,1,2,DH,1968,37,B
"alomasa01",1970,1,"CAL","AL",162,672,82,169,18,2,2,36,35,12,49,65,2,1,11,2,7,SS,1943,28,B
"alomasa01",1971,1,"CAL","AL",162,689,77,179,24,3,4,42,39,10,41,60,4,0,7,2,7,SS,1943,29,B
"alomasa01",1972,1,"CAL","AL",155,610,65,146,20,3,1,25,20,12,47,55,5,0,6,3,8,SS,1943,30,B
"alomasa01",1973,1,"CAL","AL",136,470,45,112,7,1,0,28,25,10,34,44,1,0,12,3,2,SS,1943,31,B
"alomasa01",1974,1,"CAL","AL",46,54,12,12,0,1,0,1,2,0,2,8,0,0,1,0,1,2B,1943,32,B
"alomasa01",1974,2,"NYA","AL",76,279,35,75,8,0,1,27,6,4,14,25,0,0,4,2,6,2B,1943,32,B
"alomasa01",1975,1,"NYA","AL",151,489,61,117,18,4,2,39,28,6,26,58,0,0,11,2,6,SS,1943,33,B
"alomasa01",1976,1,"NYA","AL",67,163,20,39,4,0,1,10,12,7,13,12,0,0,2,0,2,SS,1943,34,B
"alomasa01",1977,1,"TEX","AL",69,83,21,22,3,0,1,11,4,3,8,13,0,1,4,1,0,SS,1943,35,B
"alomasa01",1978,1,"TEX","AL",24,29,3,6,1,0,0,1,0,0,1,7,0,0,1,0,0,SS,1943,36,B
"alomasa02",1988,1,"SDN","NL",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,1966,23,R
"alomasa02",1989,1,"SDN","NL",7,19,1,4,1,0,1,6,0,0,3,3,1,0,0,0,1,C,1966,24,R
"alomasa02",1990,1,"CLE","AL",132,445,60,129,26,2,9,66,4,1,25,46,2,2,5,6,10,C,1966,25,R
"alomasa02",1991,1,"CLE","AL",51,184,10,40,9,0,0,7,0,4,8,24,1,4,2,1,4,DH,1966,26,R
"alomasa02",1992,1,"CLE","AL",89,299,22,75,16,0,2,26,3,3,13,32,3,5,3,0,7,DH,1966,27,R
"alomasa02",1993,1,"CLE","AL",64,215,24,58,7,1,6,32,3,1,11,28,0,6,1,4,3,C,1966,28,R
"alomasa02",1994,1,"CLE","AL",80,292,44,84,15,1,14,43,8,4,25,31,2,2,0,1,7,C,1966,29,R
"alomasa02",1995,1,"CLE","AL",66,203,32,61,6,0,10,35,3,1,7,26,0,3,4,1,8,C,1966,30,R
"alomasa02",1996,1,"CLE","AL",127,418,53,110,23,0,11,50,1,0,19,42,0,3,2,2,20,C,1966,31,R
"alomasa02",1997,1,"CLE","AL",125,451,63,146,37,0,21,83,0,2,19,48,2,3,6,1,16,DH,1966,32,R
"alomasa02",1998,1,"CLE","AL",117,409,45,96,26,2,6,44,0,3,18,45,0,3,5,3,15,DH,1966,33,R
"alomasa02",1999,1,"CLE","AL",37,137,19,42,13,0,6,25,0,1,4,23,0,0,1,2,1,DH,1966,34,R
"alomasa02",2000,1,"CLE","AL",97,356,44,103,16,2,7,42,2,2,16,41,1,4,4,4,9,DH,1966,35,R
"alomasa02",2001,1,"CHA","AL",70,220,17,54,8,1,4,21,1,2,12,17,1,2,3,2,6,C,1966,36,R
"alomasa02",2002,1,"CHA","AL",51,167,21,48,10,1,7,25,0,0,5,14,0,1,1,2,5,C,1966,37,R
"alomasa02",2002,2,"COL","NL",38,116,8,31,4,0,0,12,0,0,4,19,0,0,0,0,6,C,1966,37,R
"alomasa02",2003,1,"CHA","AL",75,194,22,52,12,0,5,26,0,0,4,17,0,0,5,1,4,C,1966,38,R
"alomasa02",2004,1,"CHA","AL",50,146,15,35,4,0,2,14,0,0,11,13,2,2,3,2,4,DH,1966,39,R
"aloufe01",1970,1,"OAK","AL",154,575,70,156,25,3,8,55,10,5,32,31,6,1,4,6,13,LF,1935,36,R
"aloufe01",1971,1,"OAK","AL",2,8,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,RF,1935,37,R
"aloufe01",1971,2,"NYA","AL",131,461,52,133,20,6,8,69,5,5,32,24,3,2,1,5,15,RF,1935,37,R
"aloufe01",1972,1,"NYA","AL",120,324,33,90,18,1,6,37,1,0,22,27,1,2,1,2,8,RF,1935,38,R
"aloufe01",1973,1,"NYA","AL",93,280,25,66,12,0,4,27,0,1,9,25,5,0,0,4,4,LF,1935,39,R
"aloufe01",1973,2,"MON","NL",19,48,4,10,1,0,1,4,0,1,2,4,1,0,0,0,3,LF,1935,39,R
"aloufe01",1974,1,"ML4","AL",3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,RF,1935,40,R
"alouje01",1970,1,"HOU","NL",117,458,59,140,27,3,1,44,3,2,21,15,4,1,3,4,15,RF,1942,29,R
"alouje01",1971,1,"HOU","NL",122,433,41,121,21,4,2,40,3,7,13,17,3,4,3,2,11,RF,1942,30,R
"alouje01",1972,1,"HOU","NL",52,93,8,29,4,1,0,11,0,2,7,5,4,1,1,0,3,RF,1942,31,R
"alouje01",1973,1,"HOU","NL",28,55,7,13,2,0,1,8,0,0,1,6,1,2,0,0,3,LF,1942,32,R
"alouje01",1973,2,"OAK","AL",36,108,10,33,3,0,1,11,0,0,2,6,1,0,1,0,2,LF,1942,32,R
"alouje01",1974,1,"OAK","AL",96,220,13,59,8,0,2,15,0,0,5,9,1,2,3,2,9,RF,1942,33,R
"alouje01",1975,1,"NYN","NL",62,102,8,27,3,0,0,11,0,1,4,5,2,1,1,0,4,LF,1942,34,R
"alouje01",1978,1,"HOU","NL",77,139,7,45,5,1,2,19,0,0,6,5,1,0,4,3,4,LF,1942,37,R
"alouje01",1979,1,"HOU","NL",42,43,3,11,4,0,0,10,0,0,6,7,1,0,0,0,4,LF,1942,38,R
"alouma01",1970,1,"PIT","NL",155,677,97,201,21,8,1,47,19,11,30,18,3,4,4,3,9,CF,1938,33,L
"alouma01",1971,1,"SLN","NL",149,609,85,192,28,6,7,74,19,10,34,27,3,4,6,7,9,CF,1938,34,L
"alouma01",1972,1,"SLN","NL",108,404,46,127,17,2,3,31,11,4,24,23,2,1,1,1,12,RF,1938,35,L
"alouma01",1972,2,"OAK","AL",32,121,11,34,5,0,1,16,2,1,11,12,1,1,1,2,1,RF,1938,35,L
"alouma01",1973,1,"NYA","AL",123,497,59,147,22,1,2,28,5,2,30,43,0,3,6,2,18,CF,1938,36,L
"alouma01",1973,2,"SLN","NL",11,11,1,3,0,0,0,1,0,0,1,0,1,0,0,0,2,CF,1938,36,L
"alouma01",1974,1,"SDN","NL",48,81,8,16,3,0,0,3,0,0,5,6,1,0,1,1,3,LF,1938,37,L
"aloumo01",1990,1,"PIT","NL",2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,CF,1966,25,R
"aloumo01",1990,2,"MON","NL",14,15,4,3,0,1,0,0,0,0,0,3,0,0,1,0,0,CF,1966,25,R
"aloumo01",1992,1,"MON","NL",115,341,53,96,28,2,9,56,16,2,25,46,0,1,5,5,5,LF,1966,27,R
"aloumo01",1993,1,"MON","NL",136,482,70,138,29,6,18,85,17,6,38,53,9,5,3,7,9,LF,1966,28,R
"aloumo01",1994,1,"MON","NL",107,422,81,143,31,5,22,78,7,6,42,63,10,2,0,5,7,LF,1966,29,R
"aloumo01",1995,1,"MON","NL",93,344,48,94,22,0,14,58,4,3,29,56,6,9,0,4,9,LF,1966,30,R
"aloumo01",1996,1,"MON","NL",143,540,87,152,28,2,21,96,9,4,49,83,7,2,0,7,15,RF,1966,31,R
"aloumo01",1997,1,"FLO","NL",150,538,88,157,29,5,23,115,9,5,70,85,9,4,0,7,13,RF,1966,32,R
"aloumo01",1998,1,"HOU","NL",159,584,104,182,34,5,38,124,11,3,84,87,11,5,0,6,14,LF,1966,33,R
"aloumo01",2000,1,"HOU","NL",126,454,82,161,28,2,30,114,3,3,52,45,4,2,0,9,21,RF,1966,35,R
"aloumo01",2001,1,"HOU","NL",136,513,79,170,31,1,27,108,5,1,57,57,14,3,0,8,18,RF,1966,36,R
"aloumo01",2002,1,"CHN","NL",132,484,50,133,23,1,15,61,8,0,47,61,4,0,0,3,15,RF,1966,37,R
"aloumo01",2003,1,"CHN","NL",151,565,83,158,35,1,22,91,3,1,63,67,7,7,0,3,16,LF,1966,38,R
"aloumo01",2004,1,"CHN","NL",155,601,106,176,36,3,39,106,3,0,68,80,2,0,0,6,12,LF,1966,39,R
"alstode01",1977,1,"NYA","AL",22,40,10,13,4,0,1,4,3,3,3,4,0,0,1,1,2,RF,1952,26,L
"alstode01",1978,1,"NYA","AL",3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,RF,1952,27,L
"alstode01",1978,2,"OAK","AL",58,173,17,36,2,0,1,10,11,10,10,21,0,0,4,1,1,RF,1952,27,L
"alstode01",1979,1,"CLE","AL",54,62,10,18,0,2,1,12,4,4,10,10,1,0,1,1,0,LF,1952,28,L
"alstode01",1980,1,"CLE","AL",52,54,11,12,1,2,0,9,2,4,5,7,2,2,1,2,1,LF,1952,29,L
"alvarcl01",2000,1,"PHI","NL",2,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,C,1968,33,R
"alvarga01",1998,1,"DET","AL",58,199,16,46,11,0,5,29,1,3,18,65,1,2,0,2,2,DH,1974,25,R
"alvarga01",1999,1,"DET","AL",22,53,5,11,3,0,2,4,0,0,3,9,0,0,0,0,0,RF,1974,26,R
"alvarga01",2000,1,"DET","AL",1,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,LF,1974,27,R
"alvarga01",2000,2,"SDN","NL",11,13,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,LF,1974,27,R
"alvarlu01",1970,1,"BOS","AL",59,183,19,41,11,0,1,10,1,2,9,30,2,0,2,2,5,SS,1949,22,R
"alvarlu01",1971,1,"CHA","AL",99,264,22,57,14,1,0,8,1,2,11,34,2,0,2,1,2,SS,1949,23,R
"alvarlu01",1972,1,"CHA","AL",103,254,30,54,4,1,4,29,2,2,13,36,5,1,1,0,12,SS,1949,24,R
"alvarlu01",1973,1,"CHA","AL",80,203,21,47,7,2,0,20,6,2,4,20,0,1,3,0,3,SS,1949,25,R
"alvarlu01",1974,1,"CHA","AL",8,10,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,SS,1949,26,R
"alvarlu01",1974,2,"SLN","NL",17,36,3,5,2,0,0,1,0,0,2,6,0,0,1,1,1,SS,1949,26,R
"alvarlu01",1974,3,"CLE","AL",61,114,12,25,2,0,0,12,1,1,6,14,0,0,4,1,3,SS,1949,26,R
"alvarlu01",1976,1,"SLN","NL",16,42,5,12,1,0,0,3,0,0,3,6,1,0,0,0,0,2B,1949,28,R
"alvarlu01",1977,1,"NYN","NL",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3B,1949,29,R
"alvarlu01",1977,2,"DET","AL",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3B,1949,29,R
"alvaror01",1973,1,"LAN","NL",4,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,NA,1952,22,R
"alvaror01",1974,1,"LAN","NL",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LF,1952,23,R
"alvaror01",1975,1,"LAN","NL",4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,1952,24,R
"alvaror01",1976,1,"CAL","AL",15,42,4,7,1,0,2,8,0,0,0,3,0,0,0,0,0,LF,1952,25,R
"alvarto01",2002,1,"PIT","NL",14,26,6,8,2,0,1,2,1,0,3,5,0,0,1,0,0,RF,1979,24,R
"alvarto01",2004,1,"PIT","NL",24,38,5,8,2,0,1,8,0,0,4,7,0,1,0,2,1,RF,1979,26,R
"alvisma01",1970,1,"ML4","AL",62,115,16,21,2,0,3,12,1,2,5,20,1,0,0,0,5,3B,1938,33,R
"alyeabr01",1970,1,"MIN","AL",94,258,34,75,12,1,16,61,3,3,28,51,0,3,0,1,12,LF,1940,31,R
"alyeabr01",1971,1,"MIN","AL",79,158,13,28,4,0,2,15,1,1,24,38,3,1,0,5,7,LF,1940,32,R
"alyeabr01",1972,1,"OAK","AL",20,31,3,6,1,0,1,2,0,0,3,5,0,0,0,0,1,RF,1940,33,R
"alyeabr01",1972,2,"SLN","NL",13,19,0,3,1,0,0,1,0,0,0,6,0,0,0,0,0,RF,1940,33,R
"amarari01",1991,1,"SEA","AL",14,16,2,1,0,0,0,0,0,0,1,5,0,1,0,0,1,SS,1962,30,R
"amarari01",1992,1,"SEA","AL",35,100,9,24,3,0,1,7,4,2,5,16,0,0,4,0,4,SS,1962,31,R
"amarari01",1993,1,"SEA","AL",110,373,53,108,24,1,1,44,19,11,33,54,0,3,7,5,5,SS,1962,32,R
"amarari01",1994,1,"SEA","AL",77,228,37,60,10,2,4,18,5,1,24,28,1,1,7,2,3,SS,1962,33,R
"amarari01",1995,1,"SEA","AL",90,238,45,67,14,2,2,19,21,2,21,33,0,1,1,0,3,LF,1962,34,R
"amarari01",1996,1,"SEA","AL",118,312,69,91,11,3,1,29,25,6,47,55,0,5,4,1,6,RF,1962,35,R
"amarari01",1997,1,"SEA","AL",89,190,34,54,5,0,1,21,12,8,10,34,0,3,5,2,7,SS,1962,36,R
"amarari01",1998,1,"SEA","AL",73,134,25,37,6,0,1,4,11,1,13,24,0,1,0,1,1,RF,1962,37,R
"amarari01",1999,1,"BAL","AL",91,137,21,38,8,1,0,11,9,6,15,20,0,1,1,2,1,RF,1962,38,R
"amarari01",2000,1,"BAL","AL",30,60,10,13,1,1,0,6,6,2,7,8,0,0,0,0,6,RF,1962,39,R
"amaroru02",1991,1,"CAL","AL",10,23,0,5,1,0,0,2,0,0,3,3,1,0,0,0,1,LF,1965,27,B
"amaroru02",1992,1,"PHI","NL",126,374,43,82,15,6,7,34,11,5,37,54,1,9,4,2,11,RF,1965,28,B
"amaroru02",1993,1,"PHI","NL",25,48,7,16,2,2,1,6,0,0,6,5,0,0,3,1,1,CF,1965,29,B
"amaroru02",1994,1,"CLE","AL",26,23,5,5,1,0,2,5,2,1,2,3,0,0,0,0,0,CF,1965,30,B
"amaroru02",1995,1,"CLE","AL",28,60,5,12,3,0,1,7,1,3,4,6,0,2,2,0,1,CF,1965,31,B
"amaroru02",1996,1,"PHI","NL",61,117,14,37,10,0,2,15,0,0,9,18,0,3,1,0,3,RF,1965,32,B
"amaroru02",1997,1,"PHI","NL",117,175,18,41,6,1,2,21,1,1,21,24,0,2,0,2,4,RF,1965,33,B
"amaroru02",1998,1,"PHI","NL",92,107,7,20,5,0,1,10,0,0,6,15,0,0,1,3,1,RF,1965,34,B
"amelued01",1984,1,"LAN","NL",34,46,7,10,0,0,0,4,3,2,2,4,0,0,1,0,1,RF,1959,26,L
"amelued01",1986,1,"LAN","NL",8,11,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,CF,1959,28,L
"amezaal01",2002,1,"ANA","AL",12,13,3,7,2,0,0,2,1,0,0,1,0,0,0,0,1,SS,1978,25,B
"amezaal01",2003,1,"ANA","AL",37,105,15,22,3,2,2,7,2,2,9,23,0,1,5,0,2,SS,1978,26,B
"amezaal01",2004,1,"ANA","AL",73,93,12,15,2,0,2,11,3,2,3,24,0,3,6,0,2,SS,1978,27,B
"anderbr01",1988,1,"BOS","AL",41,148,14,34,5,3,0,12,4,2,15,35,0,4,4,1,2,CF,1964,25,L
"anderbr01",1988,2,"BAL","AL",53,177,17,35,8,1,1,9,6,4,8,40,0,0,7,0,1,CF,1964,25,L
"anderbr01",1989,1,"BAL","AL",94,266,44,55,12,2,4,16,16,4,43,45,6,3,5,0,4,CF,1964,26,L
"anderbr01",1990,1,"BAL","AL",89,234,24,54,5,2,3,24,15,2,31,46,2,5,4,5,4,LF,1964,27,L
"anderbr01",1991,1,"BAL","AL",113,256,40,59,12,3,2,27,12,5,38,44,0,5,11,3,1,LF,1964,28,L
"anderbr01",1992,1,"BAL","AL",159,623,100,169,28,10,21,80,53,16,98,98,14,9,10,9,2,LF,1964,29,L
"anderbr01",1993,1,"BAL","AL",142,560,87,147,36,8,13,66,24,12,82,99,4,10,6,6,4,LF,1964,30,L
"anderbr01",1994,1,"BAL","AL",111,453,78,119,25,5,12,48,31,1,57,75,3,10,3,2,7,LF,1964,31,L
"anderbr01",1995,1,"BAL","AL",143,554,108,145,33,10,16,64,26,7,87,111,4,10,4,2,3,LF,1964,32,L
"anderbr01",1996,1,"BAL","AL",149,579,117,172,37,5,50,110,21,8,76,106,1,22,6,4,11,DH,1964,33,L
"anderbr01",1997,1,"BAL","AL",151,590,97,170,39,7,18,73,18,12,84,105,6,19,2,1,1,DH,1964,34,L
"anderbr01",1998,1,"BAL","AL",133,479,84,113,28,3,18,51,21,7,75,78,1,15,4,1,7,CF,1964,35,L
"anderbr01",1999,1,"BAL","AL",150,564,109,159,28,5,24,81,36,7,96,105,7,24,1,7,6,LF,1964,36,L
"anderbr01",2000,1,"BAL","AL",141,506,89,130,26,0,19,50,16,9,92,103,5,8,5,7,4,RF,1964,37,L
"anderbr01",2001,1,"BAL","AL",131,430,50,87,12,3,8,45,12,4,60,77,4,8,2,1,3,RF,1964,38,L
"anderbr01",2002,1,"CLE","AL",34,80,4,13,4,0,1,5,4,0,18,23,2,2,0,1,5,RF,1964,39,L
"anderda02",1983,1,"LAN","NL",61,115,12,19,4,2,1,2,6,3,12,15,1,0,4,0,1,SS,1960,24,R
"anderda02",1984,1,"LAN","NL",121,374,51,94,16,2,3,34,15,5,45,55,4,2,7,5,8,SS,1960,25,R
"anderda02",1985,1,"LAN","NL",77,221,24,44,6,0,4,18,5,4,35,42,3,1,4,1,4,SS,1960,26,R
"anderda02",1986,1,"LAN","NL",92,216,31,53,9,0,1,15,5,1,22,39,1,0,2,1,11,SS,1960,27,R
"anderda02",1987,1,"LAN","NL",108,265,32,62,12,3,1,13,9,5,24,43,1,1,6,1,2,SS,1960,28,R
"anderda02",1988,1,"LAN","NL",116,285,31,71,10,2,2,20,4,2,32,45,4,1,5,2,9,SS,1960,29,R
"anderda02",1989,1,"LAN","NL",87,140,15,32,2,0,1,14,2,0,17,26,1,0,5,1,1,SS,1960,30,R
"anderda02",1990,1,"SFN","NL",60,100,14,35,5,1,1,6,1,2,3,20,0,0,1,0,2,SS,1960,31,R
"anderda02",1991,1,"SFN","NL",100,226,24,56,5,2,2,13,2,4,12,35,2,0,2,0,8,SS,1960,32,R
"anderda02",1992,1,"LAN","NL",51,84,10,24,4,0,3,8,0,4,4,11,0,0,1,2,3,SS,1960,33,R
"anderdw01",1971,1,"OAK","AL",16,37,3,10,2,1,0,3,0,1,5,9,1,1,0,0,0,SS,1947,25,R
"anderdw01",1972,1,"OAK","AL",3,7,2,0,0,0,0,0,0,0,1,4,0,0,0,0,0,SS,1947,26,R
"anderdw01",1972,2,"SLN","NL",57,135,12,36,4,1,1,8,0,1,8,23,1,1,0,0,4,SS,1947,26,R
"anderdw01",1973,1,"SLN","NL",18,17,5,2,0,0,0,0,0,0,4,4,0,0,0,0,0,SS,1947,27,R
"anderdw01",1973,2,"SDN","NL",53,107,11,13,0,0,0,3,2,0,14,29,0,0,2,0,2,SS,1947,27,R
"anderdw01",1974,1,"CLE","AL",2,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2B,1947,28,R
"anderga01",1994,1,"CAL","AL",5,13,0,5,0,0,0,1,0,0,0,2,0,0,0,0,0,LF,1972,23,L
"anderga01",1995,1,"CAL","AL",106,374,50,120,19,1,16,69,6,2,19,65,4,1,2,4,8,LF,1972,24,L
"anderga01",1996,1,"CAL","AL",150,607,79,173,33,2,12,72,7,9,27,84,5,0,5,3,22,RF,1972,25,L
"anderga01",1997,1,"ANA","AL",154,624,76,189,36,3,8,92,10,4,30,70,6,2,1,5,20,RF,1972,26,L
"anderga01",1998,1,"ANA","AL",156,622,62,183,41,7,15,79,8,3,29,80,8,1,3,3,13,RF,1972,27,L
"anderga01",1999,1,"ANA","AL",157,620,88,188,36,2,21,80,3,4,34,81,8,0,0,6,15,RF,1972,28,L
